file,#,description,eif,value,income-type,income-amount
Senate-confirmed/Ross Wilbur L,8,Moodys Corp,N/A,"$250,001 - $500,000",Dividends,"$5,001 - $15,000"
Senate-confirmed/Ross Wilbur L,9,MSCI Inc Com,N/A,"$250,001 - $500,000",Dividends,"$2,501 - $5,000"
Senate-confirmed/Ross Wilbur L,10,Neustar Inc. CL A,N/A,"$100,001 - $250,000",,None (or less than $201)
Senate-confirmed/Ross Wilbur L,11,SVB Finl Group,N/A,"$250,001 - $500,000",,None (or less than $201)
Senate-confirmed/Ross Wilbur L,12,Verisk Analytics Inc. Com,N/A,"$250,001 - $500,000",,None (or less than $201)
Senate-confirmed/Ross Wilbur L,13,Wex Inc Com,N/A,"$250,001 - $500,000",,None (or less than $201)
Senate-confirmed/Ross Wilbur L,14,Zoetis Inc Com USD0.01 CL A,N/A,"$250,001 - $500,000",Dividends,"$1,001 - $2,500"
Senate-confirmed/Ross Wilbur L,15,HSBC HLDGS PLC PERP SUB CAP SECS,N/A,"$250,001 - $500,000",Dividends,"$15,001 - $50,000"
Senate-confirmed/Ross Wilbur L,16,Wells Fargo & Co New Dep SHS REPSTG,N/A,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Shulkin, David J",1,Merle Bari MD and Associates Inc (dermatology practice),N/A,"$100,001 - $250,000",Salary and s- corp income,
"Senate-confirmed/Shulkin, David J",2,Merle Bari MD and Associates SEP IRA,,,,
"Senate-confirmed/Shulkin, David J",2.1,AQR Managed Futures Strategy Fund Class I,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"Senate-confirmed/Shulkin, David J",2.2,"BlackRock Funds II, Strategic Income Opportunities",Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Senate-confirmed/Shulkin, David J",2.3,Boston Partners Long/Short Research Fd Insti Cl,Yes,"$250,001 - $500,000",,"$1,001 - $2,500"
"Senate-confirmed/Shulkin, David J",2.4,Dreyfus/Stadish Global Fixed Income Fund Class I,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Shulkin, David J",2.5,PIMCO Income Fund P Class,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Shulkin, David J",2.6,Templeton Global Bond Fund Advisor Class,Yes,"$1,001 - $15,000",,"$1,001 - $2,500"
"Senate-confirmed/Shulkin, David J",2.7,Vanguard Market Neutral Fund Investor Shares,Yes,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Shulkin, David J",2.8,Vanguard Mid-Cap Value Index Fd Admiral,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Sullivan, John J",1,King & Spalding LLP,N/A,,Partnership profits distributions.,
"Senate-confirmed/Sullivan, John J",2,King & Spalding LLP (401K),No,,,
"Senate-confirmed/Sullivan, John J",2.1,Schwab Moderate Strategic Portfolio,Yes,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Sullivan, John J",2.2,Third Avenue Focused Credit Instl,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Sullivan, John J",2.3,Galliard Retirement Income Fund 35,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Sullivan, John J",3,King & Spalding LLP (capital account),N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",1,"Bar RR Ranches, LLC (Bartonville, TX horse and cattle ranch)",N/A,"$5,000,001 - $25,000,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",1,Allied World Assurance Co HLDGS ISIN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",2,AT&T Inc Com USD1,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",3,Brookfield Asset Mgmt Inc CL A Ltd VT SH,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",4,Brookfield  Infrastructure Partners LP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",5,Central FD CDA LTD CL A ISIN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",6,CF INDS HLDGS INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",7,CONTINENTAL RES INC OKLA COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",8,CORNING INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",9,ELDORADO GOLD CORP COM NPV ISIN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",10,FACEBOOK INC COM USDO.OOOOO6 CL A,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",11,FIRST SOLAR INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",12,HONEYWELL INTL INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",13,INTEL CORP,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",14,INTL BUSINESS MACH,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",15,KKR & CO L P DEL COM UNITS,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",16,LADENBURG THALMANN FIN SVCS INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",17,MATADOR RESOURCES COMPANY COM USDO.O1,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",18,MEDTRONIC PLC USDO.OOO1,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",19,MSCI INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",20,NETAPP INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",21,NUANCE COMMUNICATIONS INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",22,RAYONIER INC COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",23,RAYTHEON CO COM NEW,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",24,ROYAL GOLD INC COM ISIN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",25,SCHWAB CHARLES CORP NEW,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",26,SEMGROUP CORP COM STK USDO.O1 CL A,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",27,TEXAS INSTRUMENTS INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",28,UMPQUA HOLDINGS CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",29,VERIZON COMMUNICATIONS,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",30,WOOD GROUP (JOHN) ORD ISIN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",31,YAHOO INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",32,MAINSTAY S&P 500 INDEX CL A,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",33,GLOBAL X FDS GLOBAL X MSCI GREECE ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",34,GLOBAL X FDS GLOBAL X URANIUM,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",35,ISHARES INC MSCI GERMANY ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",36,ISHARES MSCI SPAIN CAPPED ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",37,POWERSHARES QQQ TR UNIT SER 1,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",38,PROSHARES TR ULTRA MSCI EMERGIN MKTS,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",39,PROSHARES ULTRA TECH PROSHARES,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",40,SPDR INDEX SHS FDS EURO STOXX 50 ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",41,SPDR SER TR S&P OIL & GAS EXPL & PRODTN,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",42,VANECK VECTORS ETF TR COAL ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",43,VANECK VECTORS ETF TR INDIA SMALL CAP,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",44,VANECK VECTORS ETF TR JR GOLD MINERS E,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",45,VANECK VECTORS ETF TR UNCVTL OIL GAS,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",46,WISDOMTREE TR EMERGING MKTS HIGH DIVID,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",47,WISDOMTREE TR EUROPE HEDGED EQ,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",48,WISDOMTREE TRUST JAPAN HEDGE EQT,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",49,POWERSHARES EXCH TRADED FD TST II,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",50,BARCLAYS BANK PLC IPATH BLOOMBERG COFFEE ETN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",51,ISHARES SILVER TR ISHARES,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",52,PROSHARES TR II PROSHARES ULTRA EURO,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",53,PROSHARES TR II PROSHARES ULTRASHORT EURO EUO,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",54,TEUCRIUM COMMODITY TR CORN GD SHS,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",55,UNITED STS COMMODITY INDEX FD COMMODITY,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",56,AWK AMERICAN WATER WORKS,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",57,CNQ CANADIAN NATURAL RES F,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",58,DK DELEK US HOLDINGS,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",59,DVN DEVON ENERGY CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",60,DYN DYNEGY,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",61,EPD ENTERPRISE PRODUCTS,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",62,FET FORUM ENERGY TECH,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",63,OGZPY GAZPROM P JSC F,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",64,HUSKF HUSKY ENERGY INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",65,LUK LEUCADIA NATIONAL CO,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",66,MTRX MATRIX SERVICE CO,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",67,NTAP NETAPP INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",68,NUAN NUANCE COMMUN INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",69,NSH NUSTAR GP HOLDINGS LP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",70,"NM Public Employee Retirement Plan (PERA), defined benefit plan (value not readily ascertainable)",N/A,,retirement payments,
"Senate-confirmed/Wilson, Heather A",71,OKS ONEOK PARTNERS LP LP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",72,PEIX PACIFIC ETHANOL INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",73,ISHARES IN MSCI ITALY CAPPED ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",74,PCLN PRICELINE GROUP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",75,QIWI QIWIPLC F,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",76,QRVO QORVO INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",77,SNY SANOFI SPOND F,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",78,SDRL SEADRILL LTD F,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",79,SWIR SIERRA WIRELESS INC F,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",80,SWKS SKYWORKS SOLUTIONS,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",81,VZ VERIZON COMMUNICATIONS,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",82,WDC WESTERN DIGITAL CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",83,WES WSTN GAS PARTNERS LP LP,N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",84,YHOO YAHOO INC,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",85,YNDX YANDEX N V F CLASS A,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",86,ENFR ALERIAN ENERGY,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",87,AMLP ALPS ALERIAN MLP ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",88,BAL BARCLAYS BK IPATH BLOOM ETN,N/A,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",89,JJG BARCLAYS BK IPATH BLOOM ETN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",90,DGP DB GOLD DOUBLE LONG ETN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",91,FXI ISHARES CHINA LARGE CAP ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",92,SLV ISHARES SILVER TRUST ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",93,ITB ISHARES US HOME,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",94,AMJ JP MORGAN CHASE ALERIAN MLP ETN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",95,FEZ SPDR EURO STOXX 50 ETF,Yes,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",96,GLD SPDR GOLD SHARES ETF,Yes,"$15,001 - $50,000",,"$5,001 - $15,000"
"Senate-confirmed/Wilson, Heather A",97,AMU UBS ETRACS ALERIAN MLP ETN,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",98,DEM WISDOMTREE EMRG MRKT,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",99,US BROKERAGE MONEY MARKET ACCOUNT (CASH),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",100,US BANK ACCOUNT (CASH),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",101,NM PERA SMARTSAVE POS NEWMXCO LFCYCLE 2025,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Wilson, Heather A",102,"State of NM, General Services Department",N/A,,salary,
"Senate-confirmed/Zinke, Ryan",1,Family Trust (Property Management),N/A,,Property Management Fee,
"U.S. Trade and Development Agency/Gentry, Randall",1,Kelly Services,N/A,,Salary,
"U.S. Trade and Development Agency/Gentry, Randall",2,American Greetings,N/A,,Salary,
"U.S. Trade and Development Agency/Gentry, Randall",3,Vigo County School Corporation,N/A,,salary,
"U.S. Trade and Development Agency/Gentry, Randall",4,"Sony Corporation, 401(k) plan",Yes,"$15,001 - $50,000",,
"White House/Agen, Jarrod P",1,Mercury Public Affairs  (Public Affairs Firm),N/A,,"salary, bonus",
"White House/Amin, Stacy",1,Fidelity IRA,No,"$100,001 - $250,000",Dividends,"$2,501 - $5,000"
"White House/Amin, Stacy",1.1,AT&T stock,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Amin, Stacy",1.2,Whole Foods stock,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Amin, Stacy",1.3,Apple stock,N/A,"$100,001 - $250,000",Dividends,"$2,501 - $5,000"
"White House/Amin, Stacy",1.4,XLK (S&P tech index fund),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Anton, Michael",1,IRA,Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/Anton, Michael",2,Roth IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",1,SCH Adv Cash Resrv Prem SWZXX,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Augustine, Rene I",2,Vanguard Small Cap Index NAESX,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Augustine, Rene I",3,National Basketball Association Pension,N/A,"$500,001 - $1,000,000",,None (or less than $201)
"White House/Bash, John F",1,Cruz for President,,,Salary,"$31,250"
"White House/Bash, John F",2,Doctors Hospital at Renaissance,,,Salary,"$117,391"
"White House/Bash, John F",3,Doctors Hospital at Renaissance 401k,No,"$1,001 - $15,000",,None (or less than $201)
"White House/Bash, John F",3.1,JPMorgan SmartRetirement Passive Blend 2045 C,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Blase, Brian C",1,Roth IRA - Vanguard Emerging Markets Stock Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Bremberg, Andrew",1,Etsy,N/A,,Direct Consumer Sales,"$7,075"
"White House/Cairncross, Sean",1,Consumer Health Products Association,N/A,,"salary, bonus",
"White House/Cairncross, Sean",2,Growth Energy,N/A,,"salary, bonus",
"White House/Cairncross, Sean",3,"BANK OF AMERICA, NA RASP (IIAXX)",N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",4,ISHARES IBOXX $ INVT GRADE CORP BD (LQD),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",5,ISHARES IBOXX$ HIGH YIEL CORPORATE BOND (HYG),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",6,ISHARES INC CORE MSCI EMERGING MKTS ETF (IEMG),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",7,ISHARES MBS ETF (MBB),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",8,ISHARES MSCI CDA ETF (EWC),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",9,ISHARES MSCI JAPAN ETF SHS (EWJ),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",10,ISHARES MSCI PACIFIC EX-JAPAN (EPP),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",11,ISHARES MSCI SWITZERLAND CAPPED (EWL),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",12,ISHARES MSCI U K ETF SHS (EWU),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",13,ISHARES TIPS BOND ETF (TIP),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",14,ISHARES 3-7 YEAR TREASURY BOND ETF (IEI),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",15,POWERSHARES EM SOVEREIGN BOND USD ETF (PCY),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",16,POWERSHARES PREFERRED PORTFOLIO (PGX),Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Cairncross, Sean",17,VANECK VECTORS J.P. MORGAN EM LOCAL CURR (EMLC),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",18,VANGUARD INTERMEDIATE TERM BOND ETF (BIV),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",19,VANGUARD SHORT TERM BOND (BSV),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",20,WISDOMTREE EUROPE HEDGED EQUITY FUND (HDVJ),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",21,AQR MULTI STRATEGY ALTERNATIVE FD CL I (ASAIX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Cairncross, Sean",22,PIMCO INCOME FUND CL P (PONPX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",23,ADOBE SYS DEL PV$ 0.001 (ADBV),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",24,AFFILIATED MANAGERS GRP (AMG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",25,ALPHABET INC SHS    CL A (GOOGL),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",26,AMAZON COM INC  COM (AMZN),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",27,AMERICAN TOWER REIT INC (HLDG CO) SHS (AMT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",28,AMN ELEC POWER CO (AEP),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",29,APPLE INC (AAPL),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",30,ASTRAZENECA PLC SPND ADR (AZN),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",31,AT&T INC (T),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",32,AUTOZONE INC NEVADA  COM (AZO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",33,BROADCOM LTD (AVGO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",34,CARNIVAL CORP PAIRED SHS (CCL),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",35,CELGENE CORP  COM (CELG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",36,CME GROUP INC (CME),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",37,COCA COLA COM (KO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",38,CONTINENTAL RESOURCES INC  (CLR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",39,COSTCO WHOLESALE CRP DEL (COST),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",40,DANAHER CORP DEL     COM (DHR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",41,DIGITAL RLTY TR INC (DLR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",42,DISNEY (WALT) CO COM STK (DIS),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",43,DOMINION RES INC NEW VA (D),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",44,DOVER CORP (DOV),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",45,FACEBOOK INC CLASS A COMMON STOCK (FB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",46,FEDEX CORP DELAWARE  COM (FDX),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",47,GENERAL ELECTRIC (GE),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",48,GENL DYNAMICS CORP   COM (GD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",49,HONEYWELL INTL INC DEL (HON),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",50,INTEL CORP (INTC),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",51,INTL BUSINESS MACHINES CORP IBM (IBM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",52,JPMORGAN CHASE & CO (JPM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",53,KIMBERLY CLARK (KMB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",54,KRAFT (THE) HEINZ CO SHS (KHC),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",55,LOCKHEED MARTIN CORP (LMT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",56,LYONDELLBASELL INDUSTRIE (LYB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",57,MCDONALDS CORP       COM (MCD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",58,MEDTRONIC PLC SHS (MDT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",59,METLIFE INC   (MET),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",60,MONDELEZ INTERNATIONAL INC (MDLZ),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",61,NVIDIA (NVDA),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",62,OCCIDENTAL PETE CORP CAL (OXY),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",63,PACCAR INC (PCAR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",64,PFIZER INC (PFE),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",65,PHILIP MORRIS INTL INC (PM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",66,PIONEER NATURAL RES CO (PXD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",67,PPL CORPORATION (PPL),N/A,"$1,001 - $15,000",,None (or less than $201)
