file,#,description,eif,value,income-type,income-amount
"White House/Ambrosini, Michael J",3.14,Invesco International Growth Ret Opt,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Ambrosini, Michael J",3.15,Oppenheimber Global Ret Opt,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Ambrosini, Michael J",3.16,Templeton Foreign Ret Opt,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Angelson, Alexander J",1,Republican National Committee,N/A,"$50,001 - $100,000",Salary and Bonus,"$65,382"
"White House/Angelson, Alexander J",1.1,Republican National Committee 401k - Vanguard Target Retirement 2050 Ret Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Anton, Michael",1,BlackRock,No,,Salary,"$200,000"
"White House/Anton, Michael",2,BlackRock,No,,Bonus (2/2016),"$150,000"
"White House/Anton, Michael",3,BlackRock,No,,Bonus (2/2017),"$170,000"
"White House/Anton, Michael",4,SEP,Yes,"$500,001 - $1,000,000",,None (or less than $201)
"White House/Anton, Michael",5,Roth IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Anton, Michael",6,emerging market index fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Anton, Michael",7,equity fund,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Anton, Michael",8,MSCI index fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Anton, Michael",9,Russell 1000 fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Anton, Michael",10,Russell 2000 fund,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Anton, Michael",11,capital appreciation fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Augustine, Rene I",1,POWERSHARES SENIOR LOAN ETF BKLN,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Augustine, Rene I",2,DEUT X TRK MSCI WLD EX  US HDG ETF IV DBAW,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",3,DB GOLD DOUBLE LONG ETN DGP,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",4,WISDOMTREE JAPAN HEDGED SC EQUTY ETF DXJS,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",5,ISHARES MSCI EMERGING   MARKETS ETF EEM,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",6,ISHARES JPMORGAN USD MTSBOND ETF EMB,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Augustine, Rene I",7,PROSHARES ULTRASHORT    EURO ETF EUO,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",8,WISDOMTREE EUR HDGD     SMLCP EQT ETF EUSC,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",9,ETFS PHYSICAL PRECIOUS  MTL BSKT ETF GLTR,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",10,SPDR S&P GLOBAL NATURAL RESOURCS ETF GNR,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",11,WISDOMTREE EUROPE HEDGEDEQTY ETF HEDJ,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Augustine, Rene I",12,ISHARES CURRENCY HEDG   MSCI EMERG ETF HEEM,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",13,ISHARES CURRENCY HEDGED MSCI JAP ETF HEWJ,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",14,VANECK VECTORS EMERGING MKTS HIGH YIELD BD ETF HYEM,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Augustine, Rene I",15,ISHARES IBOXX HIGH YIELDBOND ETF HYG,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Augustine, Rene I",16,ISHARES CORE S&P MID CAPETF IJH,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",17,PIMCO 15+ YEAR US TIPS  INDEX ETF LTPZ,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",18,BARCLYS IPATH NOTES LKD GAS OIL INDX OIL,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",19,SCHWAB EMERGING MARKETS EQUITY ETF SCHE,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",20,PROSHARES ULTRAPRO SHORTS&P 500 ETF SPXU,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",21,ISHARES TIPS BOND ETF TIP,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",22,SPDR BLMBRG BRCLY LG TM TRSRY ETF TLO,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",23,PIMCO 25YR ZERO CUPN US TRS INDX ETF ZROZ,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Augustine, Rene I",24,ISHARES IBOXX INVT GRADEBOND ETF LQD,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"White House/Augustine, Rene I",25,CASH IN IRA,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Bannon, Steve",1,"GOVERNMENT ACCOUNTABILITY INSTITUTE, INC.",N/A,"None (or less than $1,001)",Salary,"$61,539"
"White House/Bannon, Steve",2,"BANNON FILM INDUSTRIES, INC. (ENTERTAINMENT AND MEDIA SERVICES COMPANY)",N/A,"$1,000,001 - $5,000,000",FLOW-THRU ORDINARY INCOME FROM PRIVATELY HELD CORPORATION,
"White House/Bannon, Steve",2.1,"CITIZENS UNITED PRODUCTION IV, LLC",No,"None (or less than $1,001)","DIRECTOR FEES PAID TO BANNON FILM INDUSTRIES, INC.","$100,000"
"White House/Bannon, Steve",2.2,SPECIAL PROJECTS DIV,No,"None (or less than $1,001)","DIRECTOR FEES PAID INTO BANNON FILM INDUSTRIES, INC.","$19,500"
"White House/Bannon, Steve",2.3,SOCIETE GENERALE,No,"$1,000,001 - $5,000,000",Rent or Royalties,"$50,001 - $100,000"
"White House/Bannon, Steve",3,"BANNON STRATEGIC ADVISORS, INC. (CONSULTANCY CORPORATION)",N/A,"$5,000,001 - $25,000,000",FLOW-THRU INCOME FROM PRIVATELY HELD CORPORATION,"$493,836"
"White House/Bannon, Steve",3.1,"BREITBART NEWS NETWORK, LLC",No,"None (or less than $1,001)",CONSULTING FEES RECEIVED INTO MR. BANNON'S CONSULTANCY CORPORATION,"$191,000"
"White House/Bannon, Steve",3.2,"CAMBRIDGE ANALYTICA, LLC",No,"None (or less than $1,001)",CONSULTING FEES RECEIVED BY MR. BANNON'S CONSULTANCY CORPORATION.,"$125,333"
"White House/Bannon, Steve",3.3,"GLITTERING STEEL, LLC",No,"None (or less than $1,001)",CONSULTING AND DIRECTOR FEES PAID INTO MR. BANNON'S RESPECTIVE CORPORATIONS,"$167,500"
"White House/Bannon, Steve",4,"CAMBRIDGE ANALYTICA, LLC, MEMBERSHIP UNITS",No,"$1,000,001 - $5,000,000",,None (or less than $201)
"White House/Bannon, Steve",5,"GLITTERING STEEL, LLC, MEMBERSHIP UNITS",N/A,"$100,001 - $250,000",,None (or less than $201)
"White House/Bannon, Steve",6,"AFFINITY MEDIA HOLDINGS, LLC",No,"$100,001 - $250,000",Capital Gains,"$100,001 - $1,000,000"
"White House/Bash, Zina G",1,Cruz for President,N/A,,Salary,"$31,250"
"White House/Bash, Zina G",2,Doctors Hospital at Renaissance,N/A,,Salary,"$117,391"
"White House/Bash, Zina G",3,Doctors Hospital at Renaissance 401(k),No,"$1,001 - $15,000",,None (or less than $201)
"White House/Bash, Zina G",3.1,JPMorgan SmartRetirement Passive Blend 2045 C,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Berkowitz, Avrahm J",1,Gibson Dunn,N/A,,Salary,"$40,000"
"White House/Berkowitz, Avrahm J",2,Harvard College,N/A,,Salary,"$31,200"
"White House/Berkowitz, Avrahm J",3,Donald J. Trump for President (Campaign for presidency of United States),N/A,,Salary,"$33,000"
"White House/Berkowitz, Avrahm J",4,"Trump for America, Inc.",N/A,,Salary,"$14,270"
"White House/Blase, Brian C",1,Mercatus Center at George Mason University - Sr. Research Fellow,N/A,,Salary and Bonus,"$172,708"
"White House/Blase, Brian C",2,Roth IRA - Vanguard Emerging Markets Stock Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Blase, Brian C",3,VA Retirement System Defined Benefit Plan,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Blase, Brian C",4,"American Medical Association - Chicago, IL June 10 - 6/16/16",N/A,,an honorarium,"$1,500"
"White House/Blase, Brian C",5,"Buckeye Institute - Columbus, OH - June 8, 2016",N/A,,an honorarium,"$1,500"
"White House/Bossert, Thomas",1,"Civil Defense Solutions, LLC",N/A,,Salary,"$161,396"
"White House/Bremberg, Andrew",1,"Right Policy, LLC",N/A,,Salary,"$280,000"
"White House/Bremberg, Andrew",2,MITRE,Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/Bremberg, Andrew",2.1,FID FDM Idx 2045 INV,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Bremberg, Andrew",2.2,FID Freedom K 2045,Yes,"$50,001 - $100,000",,
"White House/Burnham, James M",1,Jones Day (law firm),N/A,,Salary + Bonus,"$810,000"
"White House/Burnham, James M",2,PIMCO Total Return Fund (Inst),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Burnham, James M",3,Vanguard Institutional Index Instl Pl,Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"White House/Cairncross, Sean",1,Holtzman Vogel Josefiak Torchinsky (law firm),N/A,,Salary/Bonus,"$132,797"
"White House/Cairncross, Sean",2,Vogelhood Research (Policy Analytics),N/A,,Salary,"$22,500"
"White House/Cairncross, Sean",3,ISHARES IBOXX$ HIGH YIEL CORPORATE BOND (HYG),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",4,SHARES IBOXX $ INVT GRADE CORP BD (LQD),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",5,ISHARES INC CORE MSCI EMERGING MKTS ETF (IEMG),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Cairncross, Sean",6,ISHARES MBS ETF (MBB),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Cairncross, Sean",7,ISHARES MSCI CDA ETF (EWC),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",8,ISHARES MSCI JAPAN ETF SHS (EWJ),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",9,ISHARES MSCI PACIFIC EX-JAPAN (EPP),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",10,ISHARES MSCI SWEDEN CAPPED ETF (EWD),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",11,ISHARES MSCI SWITZERLAND CAPPED (EWL),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",12,ISHARES MSCI U K ETF SHS (EWU),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",13,ISHARES TIPS BOND ETF (TIP),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",14,ISHARES 3-7 YEAR TREASURY BOND ETF (IEI),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",15,POWERSHARES EM SOVEREIGN BOND USD ETF (PCY),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",16,POWERSHARES PREFERRED PORTFOLIO (PGX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",17,VANECK VECTORS J.P. MORGAN EM LOCAL CURR (EMLC),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",18,VANGUARD INTERMEDIATE TERM BOND ETF (BIV),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Cairncross, Sean",19,VANGUARD SHORT TERM BOND (BSV),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",20,WISDOMTREE EUROPE HEDGED EQUITY FUND (HEDJ),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Cairncross, Sean",21,AQR MULTI STRATEGY ALTERNATIVE FD CL I (ASAIX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Cairncross, Sean",22,PIMCO INCOME FUND CL P (PONPX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Cairncross, Sean",23,ADOBE SYS DEL PV$ 0.001 (ADBE),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",24,AFFILIATED MANAGERS GRP (AMG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",25,ALPHABET INC SHS    CL A (GOOGL),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",26,AMAZON COM INC  COM,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",27,AMERICAN TOWER REIT INC (HLDG CO) SHS (AMT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",28,AMN ELEC POWER CO (AEP),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",29,ANADARKO PETE CORP (APC),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",30,APPLE INC (APPL),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",31,ASTRAZENECA PLC SPND ADR (AZN),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",32,AT&T INC (T),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",33,AUTOZONE INC NEVADA  COM (AZO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",34,BROADCOM LTD (AVGO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",35,CARNIVAL CORP PAIRED SHS,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",36,CARNIVAL CORP PAIRED SHS (CELG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",37,CME GROUP INC (CME),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",38,COCA COLA COM (KO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",39,CONTINENTAL RESOURCES INC (CLR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",40,COSTCO WHOLESALE CRP DEL (COST),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",41,DANAHER CORP DEL (DHR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",42,DIGITAL RLTY TR INC (DLR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",43,DISNEY (WALT) CO COM STK (DIS),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",44,DOMINION RES INC NEW VA (D),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",45,DOVER CORP (DOV),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",46,FACEBOOK INC CLASS A COMMON STOCK (FB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",47,FEDEX CORP DELAWARE  COM (FDX),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",48,GENERAL ELECTRIC (GE),N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Cairncross, Sean",49,GENL DYNAMICS CORP   COM (GD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",50,HONEYWELL INTL INC DEL (HON),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",51,INTEL CORP (INTC),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",52,INTL BUSINESS MACHINES CORP (IBM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",53,JPMORGAN CHASE & CO (JPM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",54,KIMBERLY CLARK (KMB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",55,KRAFT (THE) HEINZ CO SHS (KHC),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",56,LOCKHEED MARTIN CORP (LMT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",57,LYONDELLBASELL INDUSTRIE (LYB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",58,MCDONALDS CORP  (MCD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",59,MEDTRONIC PLC SHS (MDT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",60,METLIFE INC (MET),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",61,MONDELEZ INTERNATIONAL INC (MDLZ),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",62,NVIDIA (NVDA),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",63,OCCIDENTAL PETE CORP CAL (OXY),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",64,PACCAR INC (PCAR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",65,PFIZER INC (PFE),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",66,PHILIP MORRIS INTL INC (PM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",67,PIONEER NATURAL RES CO (PXD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",68,PPL CORPORATION (PPL),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",69,PROCTER & GAMBLE CO (PG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",70,ROYAL DUTCH SHEL PLC SPONS ADR B (RDSB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",71,SALESFORCE COM INC (CRM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",72,SPECTRA ENERGY CORP (SE),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",73,STARBUCKS CORP (SBUX),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",74,THERMO FISHER SCIENTIFIC INC (TMO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",75,THOMSON REUTERS CORP (TRI),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",76,TJX COS INC NEW (TJX),N/A,"$1,001 - $15,000",Dividends,None (or less than $201)
"White House/Cairncross, Sean",77,TORONTO DOMINION BANK (TD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",78,VENTAS INC REIT (VTR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",79,VERIZON COMMUNICATNS COM (VZ),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",80,ZIMMER BIOMET HOLDI (ZBH),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",81,ZOETIS INC (ZTS),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",82,Republican National Committee,No,,Salary/Bonus,"$275,000"
"White House/Cairncross, Sean",83,DFA Emerging Markets Core Equity Portfolio (DFEOX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",84,DFA International Core Equity Portfolio (DFIEX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",85,DFA U.S. Core Equity 1 Portfolio,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",86,DFA U.S. Core Equity 2 Portfolio (DFQTX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",87,DFA Short Term Extended Quality Portfolio (DFEQX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",88,DFA 5 Year Global Fixed Income Portfolio (DFGBX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",89,DFA Investment Grade Portfolio (DFAPX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",90,State Street Institution U.S. Money Market Fund (GVMXX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Carroll, James W",1,"Trump for America, Inc.",N/A,,Salary,"$2,400"
"White House/Carroll, James W",2,Ford Motor Company,N/A,,Salary/Bonus,"$396,849"
"White House/Carroll, James W",3,"Ford Motor Company, Common Stock",N/A,"$250,001 - $500,000",Dividends,"$201 - $1,000"
"White House/Carroll, James W",4,"Ford Motor Company, 401K",No,,,
"White House/Carroll, James W",4.1,Blackrock Life Path Index 2020,Yes,"$250,001 - $500,000",,
"White House/Carroll, James W",5,"Alexandria Floral Co. (Residential Rental Properties), Alexandria, VA",N/A,"$500,001 - $1,000,000",,None (or less than $201)
"White House/Carroll, James W",6,Widener University,N/A,,Teaching Fees,"$6,000"
"White House/Carroll, James W",7,Ford Retirement Plan 401K,No,,,None (or less than $201)
"White House/Carroll, James W",7.1,Blackrock Life Path Index 2030,Yes,"$15,001 - $50,000",,
"White House/Carroll, James W",7.2,Blackrock Life Path Index 2025,Yes,"$100,001 - $250,000",,
"White House/Castillo, Andeliz N",1,Americans For Prosperity,N/A,,Salary,"$20,019"
"White House/Castillo, Andeliz N",2,The Libre Initiative,N/A,,Salary/Bonus,"$243,243"
"White House/Castillo, Andeliz N",3,Libre Initiative 401(k) - Principal Life Time 2050 Account,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"White House/Catanzaro, Michael J",1,Goldman Sachs Capital Growth Fund A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Catanzaro, Michael J",2,Invesco Value Opportunities Fund A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Catanzaro, Michael J",3,Schwab Management Retirement 2040,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Catanzaro, Michael J",4,Oppenheimer Funds -- Global Fund A,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Catanzaro, Michael J",5,American Funds New Economy Fund A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Catanzaro, Michael J",6,American Funds Small Cap World Fund A,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Catanzaro, Michael J",7,American Funds New Economy Fund A (ANEFX),No,"$1,001 - $15,000",,None (or less than $201)
"White House/Catanzaro, Michael J",8,cgcn defined contribution 401(k),No,"$15,001 - $50,000",,None (or less than $201)
"White House/Catanzaro, Michael J",8.1,JP Morgan Smart Retirement 2045 A,Yes,,,
"White House/Catanzaro, Michael J",9,"cgcn group, cash balance pension plan",N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Catanzaro, Michael J",10,CGCN Group,N/A,"$500,001 - $1,000,000",Payout of equity from stake in former lobbying/consul ting firm,"$785,000"
"White House/Catanzaro, Michael J",11,FTI Consulting 401(k),No,,,
"White House/Catanzaro, Michael J",11.1,Schwab Managed Retirement 2040 II,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Catanzaro, Michael J",12,PPL Corp 401(k),,,,
"White House/Catanzaro, Michael J",12.1,Northern Trust Focused 2040,Yes,,,
"White House/Cheung, Steven N",1,Ultimate Fighting Championship,N/A,,Salary and severance,"$16,868"
"White House/Cheung, Steven N",2,Donald J. Trump for President,N/A,,Consulting fee,"$47,554"
"White House/Cheung, Steven N",3,Trump for America Inc.,N/A,,Salary,"$10,383"
"White House/Clark, Justin",1,"Donald J. Trump for President, Inc. (Political Campaign)",N/A,,Consulting Fees,"$91,735"
"White House/Clark, Justin",2,"Davis, Clark & Bonafonte LLC (law firm)",N/A,,Partnership Share,"$2,500"
"White House/Clark, Justin",3,"Chris Christie for President, Inc. (Political Campaign)",N/A,,Salary,"$93,333"
"White House/Clark, Justin",4,"Davis, Clark & Bonafonte LLC (law firm)",N/A,,LLC Distribution,"$180,358"
"White House/Clark, Justin",5,State of Connecticut,No,,Income for legal services,"$5,932"
"White House/Cohn, Gary",1,"The Goldman Sachs Group, Inc.",N/A,,Salary - 2016,"$1,850,000"
"White House/Cohn, Gary",2,"The Goldman Sachs Group, Inc.",N/A,,Cash Bonus - 2015,"$5,745,000"
"White House/Cohn, Gary",3,"The Goldman Sachs Group, Inc., Restricted Stock Units",N/A,,RSU Delivery,"$10,276,764"
"White House/Cohn, Gary",4,"The Goldman Sachs Group, Inc., Restricted Stock Units",N/A,,Dividend equivalent - Cash payment,"$251,087"
"White House/Cohn, Gary",5,"The Goldman Sachs Group, Inc., Options Exercised",N/A,"$1,000,001 - $5,000,000",Options exercised - cash payment,"$1,684,508"
"White House/Cohn, Gary",6,Retirement Accounts - Goldman Sachs 401(k) - S&P 500 index - SSgA,Yes,"$1,000,001 - $5,000,000",,"$100,001 - $1,000,000"
"White House/Cohn, Gary",7,Goldman Sachs 401(k) - International Equity Index - SSgA,Yes,"$500,001 - $1,000,000",,"$15,001 - $50,000"
"White House/Cohn, Gary",8,IRA Brokerage Account #1 - SPDR ETF,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Cohn, Gary",9,"The Goldman Sachs Group, Inc. (GS)",N/A,"Over $50,000,000",Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",10,"The Goldman Sachs Group, Inc. (GS) - Retention Shares",N/A,"$25,000,001 - $50,000,000",Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",11,"The Goldman Sachs Group, Inc. (GS) - 2011 Restricted Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$50,001 - $100,000"
"White House/Cohn, Gary",12,"The Goldman Sachs Group, Inc. (GS) - 2014 Restricted Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Cohn, Gary",13,"CMC Partners, LLC - The Goldman Sachs Group, Inc. (GS)",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Cohn, Gary",14,"CMC Partners, LLC - The Goldman Sachs Group, Inc. (GS) - Retention Shares",N/A,"$25,000,001 - $50,000,000",Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",15,"CMC Partners, LLC - The Goldman Sachs Group, Inc. (GS) - 2007 DSP",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Cohn, Gary",16,"CMC Too, LLC - The Goldman Sachs Group, Inc. (GS)",N/A,"$5,000,001 - $25,000,000",Dividends,"$1,000,001 - $5,000,000"
"White House/Cohn, Gary",17,"2013 GRAT I - The Goldman Sachs Group, Inc. (GS) - 2010 Restricted Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$5,001 - $15,000"
"White House/Cohn, Gary",18,"2013 GRAT II - The Goldman Sachs Group, Inc. (GS) - 2011 Restricted Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Cohn, Gary",19,"2016 GRAT I - The Goldman Sachs Group, Inc. (GS) - 2012 Restricted Shares",N/A,"$5,000,001 - $25,000,000",Dividends,"$50,001 - $100,000"
"White House/Cohn, Gary",20,"2016 GRAT II - The Goldman Sachs Group, Inc. (GS) - 2013 Restricted Shares",N/A,"$5,000,001 - $25,000,000",Dividends,"$50,001 - $100,000"
