file,#,description,eif,value,income-type,income-amount
"Senate-confirmed/Tillerson, Rex W",125,"Apple, Inc. (AAPL), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",126,"Apple, Inc. (AAPL), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",127,"Automatic Data Processing (ADP), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",128,AUTOMATIC DATA PROCESSING INC,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",129,BOEING CO (BA),N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",130,"Boeing Co. (BA), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",131,"Bristol Myers Squibb (BMY), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",132,BRISTOL MYERS SQUIBB CO (BMY),N/A,"$15,001 - $50,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",133,"Carnival (CCL), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",134,CARNIVAL CP NEW PAIRED COM (CCL),N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",135,CATERPILLAR INC (CAT),N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",136,"Caterpillar, Inc. (CAT), open position for written call option: 500 shares, strike $100, exp. 5/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",137,"Caterpillar, Inc. (CAT), open position for written call option: 200 shares, strike $87.50, exp. 2/2017",N/A,,Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",138,"Caterpillar, Inc. (CAT), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",139,"Celgene (CELG), open position for written call option: 300 shares, strike $145, exp. 6/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",140,CELGENE CORP (CELG),N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",141,CHINA MOBILE LTD (CHL),N/A,"$15,001 - $50,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",142,"China Mobile LTD (CHL), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",143,CISCO SYS INC (CSCO),N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",144,CISCO SYS INC,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",145,CITIGROUP INC NEW (C),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",146,COCA COLA CO,N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",147,CUMMINS INC (CMI),N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",148,"Cummins, Inc. (CMI), open position for written call option: 300 shares, strike $160, exp. 6/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",149,CVS HEALTH CORP COM (CVX),N/A,"$15,001 - $50,000",Dividends,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",150,"CVS Health Corp. (CVX), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",151,D R HORTON INC (DHI),N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",152,DEERE & CO (DE),N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",153,"Deere & Co. (DE), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",154,"Deere & Co. (DE), open position for written call option: 800 shares, strike $115, exp. 6/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",155,DELTA AIR LINES INC NEW (DAL),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",156,EATON CORP PLC SHS (ETN),N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",157,"Eaton Corp (ETN), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",158,FEDEX CORP (FDX),N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",159,"FedEx Corp (FDX), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",160,FORD MOTOR CO NEW (F),N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",161,GENERAL ELECTRIC CO (GE),N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",162,GENERAL MILLS INC (GIS),N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",163,GENERAL MTRS CO (GM),N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",164,GLAXOSMITHKLINE PLC ADS (GSK),N/A,"$1,001 - $15,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",165,"Goldman Sachs Group (GS), open position for written call option: 300 shares, strike $270, exp. 6/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",166,GOLDMAN SACHS GRP INC (GS),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",167,"Goldman Sachs Group (GS), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",168,HONDA MOTOR COMPANY LTD ADR (HMC),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",169,"Honeywell International, Inc. (HON), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",170,HONEYWELL INTERNATIONAL INC (HON),N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",171,INTEL CORP (INTC),N/A,"$50,001 - $100,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",172,"Intel Corp. (INTC), open position for written call option: 1600 shares, strike $39, exp. 4/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",173,INTL BUSINESS MACHINES CORP (IBM),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",174,JOHNSON & JOHNSON (JNJ),N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",175,"Johnson & Johnson (JNJ), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",176,"Johnson & Johnson (JNJ), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",177,JPMORGAN CHASE & CO,N/A,"$100,001 - $250,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",178,"Kraft Foods Group (KRFT), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",179,KRAFT FOODS GROUP INC COM,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",180,LENNAR CORPORATION,N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",181,LOWES COMPANIES INC,N/A,"$50,001 - $100,000",Dividends,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",182,"Lowes Companies, Inc. (LOW), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",183,MAGNA INTERNATIONAL INC,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",184,MASCO CORP,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",185,MEDTRONIC PLC SHS,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",186,METLIFE INCORPORATED,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",187,MICROSOFT CORP,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",188,"Microsoft Corp. (MSFT), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",189,MONDELEZ INTL INC COM,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",190,NIKE INC B,N/A,"$50,001 - $100,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",191,"Nike Inc. (NKE), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",192,"Nike Inc. (NKE), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",193,"Nike Inc. (NKE), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",194,NOVARTIS AG ADR,N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",195,"Nucor Corp. (NUE), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",196,"Nucor Corp. (NUE), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",197,NUCOR CORPORATION,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",198,"Oracle Corp. (ORCL), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",199,"Oracle Corp. (ORCL), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",200,ORACLE CORP,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",201,PEPSICO INC NC,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",202,"Pepsico Inc. (PEP), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",203,"PepsiCo Inc. (PEP), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",204,PROCTER & GAMBLE,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",205,"Prudential Financial (PRU), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",206,"Prudential Financial (PRU), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",207,PRUDENTIAL FINANCIAL INC,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",208,QUALCOMM INC,N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",209,"Qualcomm, Inc. (QCOM), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",210,"Qualcomm, Inc. (QCOM), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",211,SANOFI ADR,N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",212,SIEMENS AKTIENGESELLSCHAFT,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",213,SOUTHWEST AIRLINES,N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",214,STATE STREET CORP,N/A,"$50,001 - $100,000",Dividends,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",215,TARGET CORPORATION,N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",216,TIME WARNER INC NEW,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",217,"Time Warner, Inc. (TWX), open position for written call option: 500 shares, strike $95, exp. 7/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",218,TOPBUILD CORP COM,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",219,TRAVELERS COMPANIES INC COM,N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",220,UNION PACIFIC CORP,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",221,"Union Pacific Corp. (UNP), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",222,"Union Pacific Corp. (UNP), open position for written call option: 600 shares, strike $110, exp. 6/2017",N/A,,Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",223,"Union Pacific Corp. (UNP), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",224,UNITED TECHNOLOGIES CORP,N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",225,VERIZON COMMUNICATIONS,N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",226,WAL MART STORES INC,N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",227,"Wal Mart Stores, Inc. (WMT), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",228,"Walt Disney Co. (DIS), open position for written call option: 600 shares, strike $115, exp. 1/2017",N/A,,Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",229,"Walt Disney Co. (DIS), closed position for written call option",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",230,WALT DISNEY CO HLDG CO (DIS),N/A,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",231,WELLS FARGO & CO NEW,N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",232,WHIRLPOOL CORP,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",233,Morgan Stanley Institutional Liquidity Funds Government Securities Portfolio (MGAXX),Yes,"$5,000,001 - $25,000,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",234,US Brokerage Money Market Account #3 (cash),N/A,"$1,000,001 - $5,000,000",Interest,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",235,AB INTL GROWTH A (AWPAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",236,"LEANDER, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",237,"LEANDER, TX, BONDS",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",238,"SOCORRO, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",239,"SOCORRO, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",240,"ALLEN, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",241,"AUBREY, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",242,"BASTROP, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",243,"CEDAR HILL, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",244,"CLINT, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",245,"COPPELL, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",246,"DUNCANVILLE, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",247,"EL PASO, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",248,"FORNEY, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",249,"FORNEY, TX, BONDS",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",250,"FRISCO, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",251,"FRISCO, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",252,"GRAPEVINE-COLLEYVILLE, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",253,"GRAPEVINE-COLLEYVILLE, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",254,"LAKE WORTH, TX, BONDS",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",255,"LEANDER, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",256,"LEANDER, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",257,"LEWISVILLE, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",258,"LIBERTY HILL, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",259,"MABANK, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",260,"MIDWAY, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",261,"SHERMAN, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",262,"SOCORRO, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",263,"SOUTH SAN ANTONIO, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",264,"TROY, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",265,"WHITE SETTLEMENT, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",266,"WHITE SETTLEMENT, TX, BONDS",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",267,"WYLIE, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",268,"WYLIE, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",269,US Brokerage Money Market Account #4 (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",270,ABBVIE INC COM (ABBV),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",271,ACCENTURE PLC IRELAND CL A (ACN),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",272,APPLE INC (AAPL),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",273,AT&T INC (T),N/A,"$50,001 - $100,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",274,BLACKROCK INC (BLK),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",275,CHEVRON CORP (CVX),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",276,CHUBB LTD (CB),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",277,COLGATE PALMOLIVE CO (CL),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",278,CVS HEALTH CORP COM (CVX),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",279,DISCOVER FINCL SVCS (DFS),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",280,EMC CORP MASS,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",281,EXTRA SPACE STORAGE INC (EXR),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",282,FIDELITY NATL INFORMATION SE (FIS),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",283,GENERAL MTRS CO (GM),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",284,HONEYWELL INTERNATIONAL INC (HON),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",285,INGERSOLL-RAND PLC SHS (IR),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",286,ITC HOLDINGS,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",287,JOHNSON & JOHNSON (JNJ),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",288,JPMORGAN CHASE & CO (JPM),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",289,LOCKHEED MARTIN CORP (LMT),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",290,LOWES COMPANIES INC (LOW),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",291,MARSH & MCLENNAN COS INC (MMC),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",292,MEDTRONIC PLC SHS (MDT),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",293,MICROSOFT CORP (MSFT),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",294,MONDELEZ INTL INC COM (MDLZ),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",295,MONSANTO CO/NEW (MON),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",296,NEXTERA ENERGY INC (NEE),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",297,NIELSEN HLDGS PLC (NLSN),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",298,NOVO NORDISK A/S ADR (NVO),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",299,PACKAGING CORP AMER (PKG),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",300,PEPSICO INC NC (PEP),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",301,PFIZER INC (PFE),N/A,"$1,001 - $15,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",302,PHILLIPS 66 COM (PSX),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",303,PRAXAIR INC (PX),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",304,SCHLUMBERGER LTD (SLB),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",305,TE CONNECTIVITY LTD NEW (TEL),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",306,UNION PACIFIC CORP (UNP),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",307,UNITEDHEALTH GP INC (UNH),N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",308,V F CORPORATION (VFC),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",309,WALT DISNEY CO HLDG CO (DIS),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",310,WEC ENERGY GROUP INC COM (WEC),N/A,"$1,001 - $15,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",311,WELLS FARGO & CO NEW (WFC),N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",312,WHIRLPOOL CORP (WHR),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",313,US Brokerage Money Market Account #5 (cash),N/A,"$250,001 - $500,000",Interest,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",314,Morgan Stanley Institutional Liquidity Funds Government Securities Portfolio (MGAXX),Yes,"$1,000,001 - $5,000,000",,"$201 - $1,000"
